"","LTED_2","LTED_5","LTED_10","LTED_30","LTED_60","LTED_120","TAMR_2","TAMR_5","TAMR_10","TAMR_30","TAMR_60","TAMR_120","WT_2","WT_5","WT_10","WT_30","WT_60","WT_120"
"CDK11B",-0.170407848020255,-0.521311332644348,-0.640459581966321,-0.410626251353512,-0.905658733805231,0.0679982987258376,0.581747624987702,0.322570976385851,0.0215370339530403,0.890201514059967,0.154951200281935,0.365222492480257,-0.268856326523416,-0.368536199595097,-1.02771450190964,-0.89227088734784,0.51927464826902,0.873655711308744
"CDK12",-0.71228317112114,-0.171466817145472,-0.532091027875594,-0.247319789272802,-0.58941122968025,0.881228802683087,0.520577245746254,-0.255303438712527,-0.45779720024728,0.410343336612358,-0.148515991249349,0.274373361338486,-0.686755078852551,-0.283714275047607,-1.29092913175671,-0.496202059695594,0.729942496564653,0.769137362704585
"CDK13",-0.00256620099083238,-0.65973060349168,-0.883745209165149,-0.40308779215047,-0.989595200812318,0.0458845154541631,0.581747624987702,0.322570976385851,0.0215370339530403,0.890201514059967,0.154951200281935,0.365222492480257,0.284411338695027,-0.220331380476288,-1.02056809849066,-0.661516559649925,0.592101849188398,0.904235197504539
"CDK16",-0.183187907792124,-0.693201023103683,-0.993611723701346,-0.443630787142316,-1.17773605140659,0.0712396964590629,0.0724264514567097,-0.186825616587627,-0.0824245513878725,0.594681717894262,-0.0268245315213875,0.169921146614049,0.254196885571879,-0.236665428993931,-0.87074862370215,-0.694642595875335,0.31964309363388,0.258967732772422
"CDK17",-0.154107688351476,-0.772581089809819,-1.07441725485411,-0.760873316028894,-1.05035913779906,0.0351090124237297,0.219612204187412,0.70726817334108,-0.0107871994048606,0.562154390608769,-0.112656991486755,0.293469423898857,0.7976628034506,-0.619747207649451,-1.27009250638888,-0.635858496565705,0.661077715245117,1.09692786574519
"CDK18",-0.160922306728524,-0.705699018211535,-0.904785822328469,-0.347492063929458,-0.984116558778458,0.295584945341455,0.456995350857778,0.249138001156555,-0.504532461543571,0.947296712746331,0.263984280051883,0.386584949386737,0.00729904806164806,-0.276021971693915,-1.18613482704221,-0.831865649529815,0.3791505446526,0.923444280813552
"CDK19",-0.00256620099083238,-0.65973060349168,-0.883745209165149,-0.40308779215047,-0.989595200812318,0.0458845154541631,0.581747624987702,0.322570976385851,0.0215370339530403,0.890201514059967,0.154951200281935,0.365222492480257,0.284411338695027,-0.220331380476288,-1.02056809849066,-0.661516559649925,0.592101849188398,0.904235197504539
"CDK2",-0.627058518319787,-1.63242373311493,-1.29683596391389,-1.22669733196588,-1.77655324108899,-0.055667358220331,-1.49855097282805,-3.00271908574788,-1.68348419399788,-2.15123064440731,-1.90734031133551,-2.54234614061122,-1.48728388398024,-1.87638968003387,-0.656610707843415,-2.53839630189896,-0.727012599753942,0.353583083819391
"CDK20",-0.0206404319319008,-0.683348299073621,-0.814325182048663,-0.343155255504765,-0.789094085532188,0.311160997113003,0.668733848263211,0.24901205732931,0.0711237176016978,1.06147752510747,0.189078352912441,0.462311821808015,0.382584535623092,-0.26183607548068,-0.927314708277628,-0.578556389503573,0.757470234917835,0.992348701171377
"CDK3",-0.18100005896358,-1.07400802354569,-0.74653589473968,-0.389391921799124,-0.323359578809672,0.280903385249017,1.08873801511936,0.201163818435763,-0.180686980360187,0.517943541505929,0.416129192250987,0.570991693271173,-0.0106213827676521,-1.27420791709876,-0.913416120191263,-0.732616170296201,0.537980567507781,0.818401746115836
"CDK4",1.40335843390711,0.679647303662847,1.08319412551671,0.25072456975713,0.602025563308386,1.53903460224708,-0.810163436634438,-0.0636564353421052,-1.00343264003349,0.314636904401452,0.48073456489822,-0.142077316536169,-0.0622068947125294,0.0887698124157165,0.284123635924022,0.202309848141251,1.69083131852726,2.05755500936984
"CDK5",1.32290201401164,1.6288317407972,1.00543669805054,1.43501323363386,-0.877941564729769,-0.327825497289021,-1.64758013024631,-0.814558502076264,-0.286485213704911,0.446529375107575,-0.141471633474714,-0.251902456624303,0.96056591666205,0.349000108823474,0.598868141265753,0.479949063523758,1.61450235062,0.827764237850136
"CDK5R1",-0.166491269310477,0.161874067741372,-0.44586009891955,-0.241859938536515,-1.97350914377313,-1.92342058273548,0.000623198558927229,-1.80404569408989,-0.736724520717892,-1.27847100430461,-0.945694725468731,-1.43741322952095,0.471709444887074,-0.968448714057853,-1.29705983582749,-0.27927344155008,0.100959060330915,-1.71433333770272
"CDK6",0.616477879086237,1.90068391397672,1.32358510150907,1.32969678288464,0.476324353858365,0.805091444131184,0.440300017967848,0.308203344273409,0.972984732770098,1.29899878159038,0.970305097256691,1.07395937716104,0.518483798390351,1.03972073599166,0.771839095855103,0.741425861318951,2.45600587162713,2.09911419999094
"CDK7",0.0281329424878825,0.373675178659499,0.644648399208788,0.0709779906333808,-1.04470048540812,-0.288656236657398,-0.198002565323431,-0.252502456971226,-0.171566602712719,0.669142093492873,-0.645725090965559,0.186815104897459,-0.197853541765191,0.30322938385966,0.439958315187504,-0.161528556973391,0.330922252676063,1.11264600409971
"CDK8",-0.441204453255953,-0.695881106798807,-1.08374356765134,-0.380442612327723,-0.79728268471082,-0.20903450342943,0.675026409021504,0.400869802874819,0.221329353851202,1.00436711655975,0.0944923013475043,0.261793852752389,-0.0430057267600848,-0.202475385777687,-1.08452699244298,-0.603644487284961,0.557637663759127,0.941946835496462
"CDK9",-0.291571593925182,-0.904074359867541,-0.664581552496978,-1.10220506265122,-0.496396789282698,1.23919691550539,0.814753611023387,0.547364728489137,-0.570347306405908,0.469794392984782,-0.332740502091046,0.473173106437868,0.100149964467476,-0.239214542234794,-0.917784143787221,-0.815213025640168,0.984434480160006,1.66662775434245
"CDKL5",-1.28049114563283,-0.942570656029828,-1.1976109857477,-0.608836898301304,-0.859073780173891,-1.10476279774439,-0.374100767743773,-0.0542617456466518,-0.49520728885311,-0.246318936481402,-0.197011024551145,-0.571569335286976,NA,-0.398024523007999,NA,-0.515193914439098,NA,-0.56204272168618
"CHEK1",-1.77334504264485,-0.0459644697837802,0.828716635662775,0.0562822753855524,0.179652322929556,1.19632192419878,0.321077983453373,1.45913708935752,0.742286867122358,0.285449252409967,0.53981470408742,0.0163167744357643,-0.388329741333006,1.09011755028586,1.40713030146201,0.992730144988613,0.838784935217488,1.62538551502008
"CHEK2",-0.208699334081132,0.10192386283948,0.278576068053813,0.638981316398575,-0.086452494607324,-1.48627436877534,-0.357247346707103,-0.960821759703918,-1.29198358900345,0.173764922878877,0.349134580976521,0.620573835728479,0.218566179871491,0.231200270143883,0.353675183928511,0.616741451313959,1.87431148551086,1.27879998567901
"CHUK",3.51720266127264,3.55799831465941,1.81373477478203,1.99021728893172,0.956051834817575,0.615748526914947,1.61168777322301,2.97498510144233,2.08766509812445,2.78150872030534,1.39385367566716,-1.93941085716539,1.99515741304507,2.34001006463239,0.625450549152647,-0.768738235667513,1.12623180732465,-0.203346553308022
"CLK1",-0.668906881755648,-0.406481748706912,-1.06445719353523,0.313034921424007,-0.328707960095173,-0.737778241295416,0.671138560425609,-1.36843228019048,-0.659790857198658,-0.114236218484868,0.381059334022341,1.21681938875371,-0.340144703439331,-0.570116296288979,-0.692475076609653,0.138367668584542,-0.0588887737097924,0.501343057181729
"CLK2",-0.930053044190727,1.4041103200094,1.73738081551206,1.70693996931403,1.38752462606994,0.148106657731827,1.94052505354765,2.40619638083513,1.90109172747539,2.29070261453553,2.07255518762277,1.32412732691412,1.30672268768674,1.82459015113188,2.64697589207202,0.968719692651663,0.00172621010247291,1.68115534739441
"CLK3",0.940868096861863,1.59347154334849,1.40847813817917,0.80487329185134,0.652205789725888,0.471287463817935,1.59501652633754,1.34725226199715,0.590325351379217,0.792676616493623,0.288908755894031,0.611376972710613,0.249450218707939,-0.0226326410737902,-0.280177411312741,0.0708771605955614,-0.0502859773296196,0.518599749918724
"CSNK1A1",0.494287407684437,0.374591634255126,0.440939007545035,-0.187250840659695,0.402152656511163,0.202034283222764,0.68509160897851,0.203878500243375,0.838074945760507,0.289149080479262,-0.970062709113269,0.723362092601548,0.0901050921829861,1.09333692042888,1.26886579988465,0.109599014167642,1.30772814779364,1.84322290059988
"CSNK1D",0.353145078096383,0.642601168043966,-0.682721621701478,-1.74507050267125,-0.625762396099725,0.230496390982253,-0.401615874262229,-1.1526309168968,0.0597098288343987,0.384918623339144,0.412643537859632,1.01691155610475,1.29421243515772,1.54565410849027,1.22054044286909,1.55410193528544,2.47922860887538,0.938741585909338
"CSNK1E",0.502930395335096,-0.546358807031535,-1.48842623986913,-2.88259014782056,-0.793199365822561,-0.940376337525624,0.481647607320814,-2.17885560030495,-1.27217946302264,-1.427861757721,0.369642853821486,0.820403697812789,2.27673143359585,1.04736367178011,0.0416678931555099,1.41628304745774,1.64757577685378,0.637599903733304
"CSNK2A1",-1.94282037460401,-1.08868523424992,-2.7586520153528,-3.12719641071164,-1.20070360573839,-1.22319252461608,-0.0835798875974009,-3.60203235589163,-0.862056852120847,-1.54791916836754,-0.297997518670966,1.33979231595352,1.60983416530476,0.79709958913764,1.03283216098732,2.6879195634952,2.64545514004999,2.32890225267131
"CSNK2A2",-1.70365985051593,-1.68160828471486,-3.18687955462869,-3.74263091548454,-1.90566605064497,-1.54182165136862,-0.0610934789312055,-3.51598129229049,-0.934266170679878,-1.87810179331411,0.459163916413779,1.56836846461795,1.04289661172981,0.663268495264131,0.656329969121185,1.54178498483692,1.07800111431689,1.49431197746683
"CSNK2B",-1.49387325564303,-1.01640852033806,-2.05228084963855,-2.33027963152422,-0.746089225632574,-0.546324108383603,-2.13982559718829,-1.37878605019013,-0.570128011784016,-1.78614135723735,0.000993474897327524,0.232544355769121,2.87728905410451,1.40232671160504,1.55916267295661,1.82929839873862,1.04828051242119,-0.0933342365283523
"DCLK1",NA,NA,NA,NA,NA,NA,1.92593679720512,2.50312585984,3.28608328554062,2.20771628494265,2.12936539718539,NA,3.38414508526643,4.2860493209068,2.06967365754419,1.20404589831841,NA,0.221771011468705
"DUSP1",-14.4540766490627,-11.1810006081742,-8.04945919489692,-7.58506786591933,-7.0328561856247,-2.11523004633832,-7.66335940459969,-7.86109183590136,-9.02632335296417,-7.9935765171295,-8.21403774072101,-6.27445682432249,-18.7584997485948,-14.8289102776716,-10.4264644911474,-6.84701290439129,-6.79044143839921,-3.83590963882763
"DYRK1A",0.109636691424076,-0.0351785003451485,0.432621333900024,0.20902482066394,0.222971330842442,1.54971304913349,-0.316435992222463,-0.0735846672663268,-0.832123315475078,-0.40005203245021,-0.689079649913251,0.280763052284371,0.933315605567839,-0.374193981543397,-0.505741166934988,-0.428671765755489,-1.56840298832242,-1.15413313356775
"DYRK1B",3.68769710675293,2.74313956115474,2.79169351330932,1.99219510023608,1.4581036778186,1.15555549575936,3.57869934002701,4.31741017579428,4.16559770674152,3.78230658218466,2.60968163964305,2.17620580265057,3.56204257195346,3.35448409676398,1.33577278839314,-0.362850913573849,-0.429763776310423,-0.841263855567818
"DYRK2",0.231195851648969,-0.0147521730099845,0.174020384773875,0.311368223876078,-0.110240366843554,-0.853280124182311,0.561835990438576,1.38989503270474,0.285898984240408,-0.244752187236006,-0.721451024368962,-0.767777209288431,0.109474090951177,0.509225314137404,0.702410901689639,-0.197005844902346,-0.163666800140563,-0.753896428981111
"DYRK4",-0.179386188357804,-0.196560749790246,0.180943240346295,0.320956982080612,-0.574250115886191,-1.40493726088582,-0.175218532709697,0.411637888568831,-0.283485102092914,-0.520844487377499,-0.959103878636446,-1.36060625570918,-0.442867460021323,-1.11398910008473,-0.545566136668541,-1.0191810929018,-1.35824994993119,-1.0744932852533
"EEF2K",-0.182042806087975,-0.455664883452779,-0.55300296564532,NA,-1.28522554392522,-0.190280030872681,NA,NA,NA,NA,NA,NA,-0.111538569537386,0.235700471411645,-0.990934769766886,-0.0638014806006983,-0.194193042250589,0.297373981101545
"FGR",NA,NA,NA,NA,NA,NA,-2.13583291752426,-0.488539127777627,-0.727233788476521,-2.36118910073055,-1.02091041259277,-1.70850489963423,NA,NA,NA,NA,NA,NA
"FYN",2.09897846474601,2.40655776231794,1.22238669094663,1.21055444194568,1.28817166753799,1.69168195481841,-1.58232524878511,1.06658271794406,-0.37366137942387,-1.54737707346204,-0.858988258746625,-2.18772395146498,3.47935038133917,2.10311889504483,1.10038031228719,0.860933686981374,1.36889978670345,2.45163378067999
"GRK6",-0.0851518315588248,0.563169601490369,NA,NA,0.841520896051356,-0.433112489901331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSK3A",1.21682032865804,1.13589885536922,1.26611732078378,1.20809160791486,1.94438478808942,1.83216334960005,0.883893750200043,0.247157654726273,-0.0383263084216397,0.507846916980172,1.14764433491456,1.59260795432033,1.53591582776086,1.20738247659975,0.622706336058943,0.667171865500387,-0.522734998098142,0.418725265759365
"GSK3B",0.917424804115069,0.0766074774695019,-1.55678283442565,-0.589559859538553,-1.70068085472218,0.40718306156205,1.07624707514497,-2.44592635475742,-1.10553625414134,-1.28186426486991,-0.0513543274279001,0.624923692525445,-0.681110307221811,-1.16980920447814,-1.39353136259887,-0.771654903276098,-1.33634549003512,-1.70130530727625
"HIPK2",-1.9452411981675,-0.500086705252959,-0.134759573429494,-0.777544641540247,-0.537377594693376,-0.948957158402708,-0.0524681702285229,0.408340505387993,0.603698247869492,0.0729838119374021,-0.359673040125288,0.555149581653305,0.52943145522157,-0.20320109842409,0.171682113883963,-0.634001755591639,0.0423526346798317,0.0940328778654166
"IKBKB",2.84708022541828,3.58966166199606,2.3690553541586,2.92018250774074,1.16498420445338,1.34088940326184,1.39947132761473,2.97197473297797,2.08400347900075,2.47305415738364,1.78876618725843,-2.06042830056437,1.98300387171994,1.44602003045784,1.06053900574008,-0.250410561203169,0.851455500302151,0.408107332356921
"IKBKE",2.83372472087367,3.58511519403153,1.97816370660356,2.4883424672375,1.12674873319739,1.07409172838529,1.51060908070934,3.13165766295146,2.498679262698,3.14687899865064,1.42670881368973,-2.09897167043705,2.87204945855884,2.81014842515632,0.702050062415936,-0.0736410185875213,1.11445259419647,0.374438487527657
"LATS1",2.12038158022729,1.27991866300836,0.0406347566115418,0.929788668238383,0.503793016583241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAP2K1",10.8031403118088,9.57074404642976,7.58107271450313,7.59194524595626,6.08891528429801,3.00128596798226,8.21926431197231,8.58580898168814,9.5291964409727,8.02772415147318,6.67497424552721,6.0360570037324,13.9870988092736,13.6715925665111,9.73872881645132,6.48346732727097,5.21693089386184,3.07493695250606
"MAP2K2",14.600292622914,12.3939251940245,8.89257470890214,7.71431347254923,6.94237875575288,2.38753014848831,10.0127241224717,10.1954969466477,10.8916275021852,8.63484184593229,7.92413396026634,6.75995561098366,18.7112985079433,16.4088810327522,10.2884430739094,NA,5.99727779716893,2.93807678556928
"MAP2K3",NA,NA,NA,NA,NA,NA,5.97473129991177,5.80839581258529,5.98844862473115,3.9148728840258,2.63043222751724,2.2324380662417,NA,NA,NA,NA,NA,NA
"MAP3K1",14.3381465066468,12.5844572775982,8.26573175070743,6.53387279192348,5.78646817600261,2.97884760184923,8.96772088273067,11.2859416399332,11.9556611315431,8.4127323680238,7.84869969770266,5.20693369489384,12.970605594816,11.1916415951398,6.56572492263189,2.78102560881275,2.97369680123589,1.83953222243123
"MAP3K13",-0.414550479306981,0.225286747907915,-0.190888927139564,0.0222602240041705,-0.40096397194361,1.49886538880395,1.03192508678892,-0.758921896527674,-1.11648312174716,-0.669711563405258,0.857749239726079,0.190941013164675,-0.326763314584979,-0.446678041468211,-0.839121068812069,-0.814771318894578,2.56146000185193,3.29653554265716
"MAP3K7",0.565864732719228,2.24483640340079,1.41611072516152,1.04961179417827,1.44576568505197,0.326209776822334,-1.25223111217291,0.863166316553258,0.590727197070096,0.729801364397806,-0.210137811639587,0.926071871840115,0.322863145611703,0.274673399090941,-0.264706565144421,-0.207170243655008,0.301608679189672,-0.428456029079924
"MAP3K8",16.122962166877,13.920862455745,9.06988096158644,7.42195411338302,6.12359565978639,3.2080782354515,9.94020110014076,12.0168554326251,11.8432308287472,9.13235852053672,8.08444881451056,5.68295422787914,18.0127327424629,16.7841206862254,9.11741660944218,4.74609976594618,5.99738049967975,3.34163523254636
"MAPK1",5.83858650997701,9.09836724931398,8.99220093190339,8.00740383885013,6.98745418924326,3.94832554898443,2.86914582378258,5.87048390165146,7.60322988121267,6.52311123253768,4.85351521378995,2.47590263121365,4.62653178860302,9.74746345155267,10.1729319920896,5.09556367317998,3.64716324293673,0.800814946276148
"MAPK10",0.311621177312996,1.12861654047513,0.828540217764512,1.41633714075347,1.43234870389113,0.239150652983529,0.726076772352181,-0.116477210079524,0.545705548131955,0.137875443845715,0.465961825612313,0.80987266842325,-1.08826000308893,0.399646265123754,0.7014136897122,-0.195982148065996,-0.786543748552679,-1.28337594638809
"MAPK11",1.77325050960661,5.01569145879746,3.45837069011081,3.30599180031413,2.04701214823302,-0.254884205296391,1.92578240302853,2.34551633283179,2.45884256672483,2.48066614421995,1.63856994783654,1.19413892316698,0.961499693622678,3.08462957014524,4.12182729314891,1.5882608365253,1.51079292869115,0.0449947119509282
"MAPK12",-0.595069828025843,0.222696179519651,-0.329095378535992,-0.229923919763689,-0.702482204238577,-0.85489319192173,0.0650085920461334,-1.05880778617968,-1.13275300556356,-0.906535992253944,-1.43281379457839,-1.45191951544953,-0.325872741439673,-1.38886471728787,-0.564458506294535,-1.29742345992594,-0.802986705286679,-1.10757291234279
"MAPK13",0.534702710961923,1.37449326652574,1.20732240381376,1.15974278440003,0.327581661411312,-0.849278968997877,2.31625192936293,1.42129685407145,2.04300831119758,0.784138045056521,0.113497144668011,-0.0809300657218853,0.594137523105914,1.33923347214762,1.19584480510001,-0.357413114303735,-0.489830492986237,-0.61060271322135
"MAPK14",-0.724043105543635,0.102614806444888,-1.04907786466447,-0.099647276030196,-1.01554936183373,0.352541089422068,-0.0287825227805912,-1.63104683284248,-0.608905829669103,-0.535120587269145,-0.828530432570634,0.0743668605691179,-2.08868778867748,-1.65367222902951,-1.58889284282245,-1.78830398859636,-1.38766017318159,-1.61730820935095
"MAPK15",0.446586250320755,1.87498754379595,2.61783683787216,1.82390433731836,1.47099863184666,1.54987768241887,2.54573608659584,1.99880517744674,1.84811980265633,0.463590779262094,1.12033301579396,0.597679394849597,1.43302868189663,2.65130415225986,3.14902134590781,0.776949346554429,-0.235247128846775,0.597075850306689
"MAPK3",3.75910907143734,6.35525556561949,5.74283136085883,6.1719657377941,4.75114496199704,2.49920429364721,3.71204251407801,5.3987459585006,7.07822929994183,5.43491497591992,5.14785411699423,3.42709088462946,4.77376867805131,7.90233621550016,7.69015226380576,5.58137237594313,4.21027016192071,2.45369597002712
"MAPK4",0.953645607645042,2.31078037218144,2.53579275090816,1.89969162033347,1.29239693347566,1.44002349162746,2.27669601213586,2.16243393191399,2.41305639526001,0.901548252029331,1.12033301579396,0.597679394849597,1.35738570543069,2.93241862076967,3.42486421242199,0.691222983969582,-0.104828281714454,0.514904456578952
"MAPK6",1.15356596866295,2.37226097996111,3.16609596548676,2.41644646905772,1.5195966425636,1.53283990502562,1.89014681566597,2.04593131707724,2.50129736304959,1.59150409472339,1.28852357530024,0.660148763799446,0.605707066980384,2.98560171352025,3.47292798805303,0.428421871216826,-0.261132395318369,0.756790341468825
"MAPK7",-1.04353109390993,0.79107583772101,1.39988411824097,1.24357316002106,1.00469501316299,0.162747244975529,1.67910544665621,1.20908341229475,2.19903391496718,1.11314769497766,1.02792874192288,0.970321826303087,-0.308802898551376,1.19192174322559,1.63868566067721,-0.759036683912412,-0.531839368689275,-1.25354210470215
"MAPK8",1.64414780474591,2.2044860999839,1.40590551141519,1.92236927730142,1.8442573340854,0.470507575235361,0.543975468268596,0.732632656239149,0.934575070408854,0.145038556399298,-0.382924315346387,-0.543934357841117,0.216617794133872,1.31819525304936,1.11494543054229,-0.815082236196324,-1.94570357082059,-2.50403303161889
"MAPK9",1.94680232748286,3.97453062921525,4.07681917627307,4.05217641202605,2.78258425038038,1.41034634126598,0.275112310519898,0.536812869170447,2.06981463835551,0.931204631591461,0.129559080336592,0.327392027528743,0.190988267073569,1.25525649267843,2.45734962317593,0.593705334415328,-1.55664369010798,-1.53001104841027
